n_genes,ks_stat,ks_pvalue,frac_below_0.001,frac_below_0.01,frac_below_0.05,frac_below_0.10,scenario,raw_hits_p005,bh_hits_q005
260,0.20541208506823677,4.2548865994130174e-10,0.0,0.0,0.046153846153846156,0.21923076923076923,null_fixed_n40_uniform,12,0
260,0.21813582447759017,2.420546822416654e-11,0.0,0.0,0.026923076923076925,0.22692307692307692,null_uniform_n20_120_uniform,7,0
260,0.23955540280028143,1.2927669301672015e-13,0.0,0.0,0.08461538461538462,0.2653846153846154,null_geom_n10_150_uniform,22,0
260,0.7289762388719214,1.9466520485388393e-141,0.0,0.0,0.7730769230769231,0.7884615384615384,null_uniform_n20_120_center_weighted,201,191
