gene,Day0,Day10,Day2,Day4
Cited1,1.2882222691209404,0.28421767960904953,1.2610203239822406,1.3211563752724667
Ckap2l,1.2400508512632185,1.3459991492772398,1.0373655323815445,1.4417231522635374
Ckmt1,1.1946543089841155,0.8961808476893591,1.0465846584492098,1.3819323215020072
Clca3b,1.0446420805963006,1.311009307541014,1.2685804539394263,
Clcf1,1.4842563805986921,,,
Clcnkb,1.3288486848015184,,,
Cldn11,,1.5665848130969953,,
Cldn18,,1.3594093664266351,,
Cldn2,,,1.4388178050262352,
Cldn22,,1.687733723627661,,
Cldn23,,1.1704495296736113,,1.3468277819910208
Cldn3,0.8661623583249765,1.5607116476782221,1.190950032671209,1.1853207112588966
Cldn4,0.9079117067360168,1.6869207662863734,1.2585954329037916,1.8348586155273627
Cldn6,1.1142130845547835,1.3748484606723197,1.2718139732546268,1.7980690027823973
Cldn7,1.0776684998210078,1.2974171822892016,1.3363129548346586,1.8637767758954533
Clic3,1.912652593336795,1.4615489186870394,1.8561878535294831,1.9741369469779166
Clic5,1.2686379941980717,1.3515182920396642,1.6310244402831666,1.6665087774263385
Clic6,1.6046704780084058,1.2939332747291712,1.5472691324832855,1.8340355132652875
Clmp,1.1758709904241258,1.1861432344687879,1.2040510632763604,1.342609074752111
Clps,,0.2921304587328005,1.8502871386621387,1.971803426445505
Clspn,0.0014500663952330647,1.3138738969463903,1.0398550962204143,1.3545602023587422
Clstn3,1.0168822617991995,1.2276697434146293,1.2029029557849078,1.3257815743959018
Clu,1.147226479768744,1.112098870949634,1.0913840590165593,1.3302211449101742
Clvs1,,1.3300554949335806,,1.2419855615017124
Clvs2,,1.3597121971912087,,1.3897157966134104
Cma1,,1.8614378703498113,,
Cmbl,1.194042837528449,0.948517819543887,1.0504220111194003,1.3927787415031647
Cmklr1,1.2506660070895248,1.8294915975861237,1.655130600379215,1.8133787571135145
Cmtm5,,1.5366581276098115,,
Cmtm8,1.1189305157948126,1.363837472197564,1.034593067499526,1.1112293069087582
Cnih2,0.7760716280237142,1.3507179965366947,1.1315002195416206,1.241079268471443
Cnih3,,1.3947472525996316,,
Cnksr1,1.223104316783127,1.4446103198825533,1.1162062479208563,1.9456033383363185
Cnmd,,,,1.6110963715012674
Cnn1,1.105635988061598,,1.4033948862342187,
Cnnm1,1.0671228727541888,1.3410179532517568,,1.0640067181229291
Cnr1,0.5673905802520345,1.3182946778069622,0.9976133357922418,1.3958950873630864
Cnrip1,1.3362388681556274,1.230175796858063,0.9930624186471201,1.1000561671329034
Cntn1,,1.2757021609176888,,1.4461218073673419
Cntn2,1.009805976605439,1.4098660057364263,,1.146936815520587
Cntn5,,1.1984907254878177,,1.3552422937665076
Cntnap1,,1.2246109746118854,,1.3917607919798223
Cntnap2,0.6469888273331079,1.431082097358637,1.0332127035678302,1.2942611725808668
Cntnap3,,1.0451682233176867,1.5702492436087918,
Cntnap5a,,1.3688893208840118,,1.704808911408115
Cobl,1.1601056404120125,1.0313103070365965,1.2336295670636082,1.4141809744259417
Cobll1,1.282410413574093,1.3719623003645487,1.2143184058629044,1.7094482614926119
Col11a1,1.3728033256769643,1.253805922557959,1.0453263028356719,1.0098523132301083
Col12a1,,1.363491092312075,1.2275179619879566,1.2560481724939128
Col16a1,,1.3313155246824464,1.1694856748114903,1.1700223615847327
Col1a1,,,1.3626886970676546,
Col1a2,,1.464783808183707,1.196821481787814,1.0438337035494312
Col23a1,1.1402072083434336,1.3142859461431151,1.0877803653685516,1.0292427913412205
Col27a1,1.4329591204135628,1.0496468223946018,1.298806155929364,1.3302765048403657
Col2a1,0.6540989750033339,1.4700714567460493,1.1124009046597607,1.1140601246107011
Col4a2,1.1943066945390237,0.2821026264088948,1.1346135415206562,1.3646875211362441
Col4a5,1.1316067676194164,1.4119801807938703,0.9687176063686603,1.168599735287736
Col5a2,,1.5136235481826061,1.0341461701130104,1.1110318954764948
Col6a1,,0.7101239924068727,1.147985903353399,1.3401559367867628
Col6a2,,1.0537328485286968,1.3874347850923463,1.2173240929624722
Col6a3,,1.3089715101005623,,
Col9a3,1.1008391469654606,1.3028320912880063,1.0404597201999743,0.9986048200131785
Coro1a,1.0124732403352183,1.452173884739184,1.2187468735962104,1.1590874949402463
Cox7b2,0.6592343828261318,0.4703431141492909,1.114767852672463,1.4583800386424175
Cp,,1.3596814485142115,,
Cpa4,,,,1.3297220984732836
Cpb2,,,1.4418415728826048,2.0913726755573245
Cpeb2,1.1004705257267315,1.0496722770337492,1.0983230556593344,1.3256988266063816
Cplx1,,1.3027577584085897,1.138339845816765,1.2653385803848916
Cpne2,1.1668053393627753,1.3253274258947654,1.0161592591598203,1.1754927230566505
Cpne5,1.2019796125506894,1.3410008203474262,1.2171954193745782,1.2027868838505151
Cpne8,1.0925158113299998,1.0724356261077994,1.0927928543784773,1.33796025516027
Cpxm2,,,,1.3643533943530832
Crabp1,1.1811382076753276,1.3109617231739572,0.2804167005243064,1.133251649636763
Crabp2,1.3356682740715746,1.1651092661785363,1.1011217171135026,1.035611302868926
Cracr2b,1.0842871814083948,1.1817048739316298,1.2290964286033106,1.3893302120791444
Crb1,,1.078074175002943,,1.333929444610927
Crb3,0.3992041477370676,1.3155865600374057,1.2431521299729649,1.8144566928235628
Creb3l1,1.0531994801101139,0.6280459097008428,1.1366948634978176,1.4082277028790857
Creb3l2,1.23653494418206,0.6299096210201478,1.20748043727332,1.3520723707457156
Creb3l4,1.4984534322858682,1.0627110913353737,1.320268378254346,1.0163400608973499
Creb5,1.1793195318764647,1.3248871067153452,1.3235608783171213,1.1290502044563693
Creg2,1.0996031453455881,1.2556981970916485,1.3465458731541808,1.3082201711221768
Crhbp,,1.3509434764724193,,
Crhr1,,1.3786847715343644,,
Crp,,,,1.387016509448242
Crppa,1.366405724549847,0.9568083052940357,1.0866908156910258,1.0720186264210172
Crtap,1.1252873561532073,0.6660216097008049,1.121430126137057,1.399857537097082
Crxos,1.238248764295947,,1.3427728340294651,
Cryab,1.3531757294517837,0.28963963939990334,1.384649675260747,1.902389985277237
Cryba1,,,,1.4041065144950182
Cryga,1.33489799113862,,,
Crygd,,,1.3025854346604893,1.1997881017311773
Cryge,,,1.6023002453660795,1.4036235509288832
Crym,0.5338175893694154,1.4595789877859502,0.9664491501923586,1.2186091426989818
Csdc2,,1.2524718768436627,,1.367068818349535
Csf1r,,1.455879035009865,,1.7913711309284186
Csgalnact1,,0.6829138210720902,1.4702930239954368,1.2215535573570568
Csmd2,,1.1764727099936516,,1.3207407641359499
Csn3,1.2159396267257523,,1.3798093655661645,1.2020067931755336
Cspg4,,1.4957570162722857,,
Csrnp1,0.5373270194583134,1.3659018268079892,1.1182848875695948,1.2229552869965095
Csta2,,1.5197160386784858,,2.1359632791993928
Cstdc1,,1.4888507540165503,1.3213230501373605,2.5420922197957494
Ctf2,,,1.7151549824759276,
Ctnna2,,1.1734122071503306,1.171242845800832,1.3322264368145005
Ctnna3,,1.4080508212805838,,
Ctsc,1.1417821403152746,1.1520360251805537,1.221142469743088,1.4918196451024133
Ctsh,1.384216606445066,0.2852686704832699,1.354502427477203,1.5984539809250453
Ctsk,,1.1113225049659983,,1.424351402085463
Ctsw,1.036432868212436,1.309114206733088,,
Ctxn2,,1.5467224682230358,,
Cubn,1.3271063527571305,1.6936489853846945,1.5274095189589374,1.7587772876852807
Cx3cl1,,1.0705276071026264,0.9495245066830212,1.344077882378815
Cxcl1,,1.181600600193109,1.402252664025771,
Cxcl10,1.0654276100344884,1.2948436306745275,1.138835730897326,1.6139609510442696
Cxcl16,1.3641703654181243,1.3783967192637834,1.2722394564751647,1.8302200665727488
Cxcl17,,1.424463319644928,,
Cxcl5,,,1.6198128641315457,
Cxcr4,,1.4993163823163478,1.0490288708943682,1.0878147257248743
Cxxc4,1.552755352970846,1.2148877571061816,1.4423699716386016,1.039772209548386
Cybrd1,,1.1930468373439806,1.024447734606473,1.3904164170114504
Cyct,0.6499643139823447,0.7246863087411888,1.2101047360037367,1.4031746241366987
Cygb,,1.3775146539941572,1.4267855749301341,1.4509124355921534
Cyp27a1,1.1460195083111873,1.6280868855053214,1.0779987572254741,1.0110014598324455
Cyp2c65,,1.4501384194530327,,
Cyp2j9,1.3282157977578621,1.4370889495332306,,
Cyp2s1,1.258404959654583,1.364252466442217,,1.4968890264873302
Cyp3a13,,1.5238397295519273,,1.4451880694603494
Cyp4x1,,1.3183697342029603,,
Cyp7b1,1.1081964019260264,1.3615168565377425,1.227002437744276,1.028571711144983
Cys1,1.6381011107031824,1.1748541826148995,,1.5437775331756187
Cysltr2,1.1088844718361743,1.3942460476270258,1.0798554063742158,2.000270693464171
D5Ertd605e,1.0480615225454446,1.3542462541475961,0.9864637143226896,
Daam2,,1.4248142848417567,1.4843871437836123,1.3772013372141274
Dab2,1.2772920808945127,0.2904239756478195,1.2611989708894873,1.571000010663078
Dach2,,1.3535776853102108,1.0799245288240584,1.3843439952386847
Dact2,0.003216001969514086,1.248720496214695,1.176350377673347,1.6138624641070576
Dact3,0.5291911597186154,1.3427572692786116,1.1186059624295086,1.0185583773462288
Dapk2,1.0717887214646855,1.8334953776998903,1.208241288365631,1.541427696770128
Dapp1,1.0985864380992865,1.361405488154269,1.1896563119115118,1.944309722151284
Dazl,1.0703096450693446,1.0376054895576963,1.3956290552087858,1.1252128327472006
Dbil5,1.3755100017132351,0.6447827225527181,,
Dbndd1,0.9970318855893661,1.3844582292279006,1.1138831886067104,1.2081211493348585
Dbpht2,,1.3467377544286978,,
Dbx1,,1.4600546851664582,1.3819932526210867,1.0933921151673502
Dbx2,1.0969777404041146,1.5046085672716618,1.1499097072314357,1.372742463984625
Dcc,,1.3107526966688159,1.354950799561579,1.3094282444814558
Dcn,1.5346026401966035,,,
Ddc,1.3345127343535352,1.2948966561312214,1.1920349605781628,1.2156018098861083
Ddit4l,1.0850979093758528,1.1829006337038888,1.0355648845432375,1.343111969036125
Ddx43,0.4436188378173922,,1.3378633842060739,1.0961831749234674
Ddx60,1.025393004893585,1.3896347393738266,,
Def6,0.9869036669505115,1.2041945054203347,1.0296713873911347,1.3057922216354947
Defa24,,0.7571473609348907,,1.7452658496439901
Defa29,,1.6984252408932996,,
Defa30,1.1184420144388891,0.7817687873928134,1.3640216478300473,1.399861877549053
Defb30,1.3395200816950426,,1.3057679511385,
Defb42,1.4095008107330993,,,
Degs2,,1.3735801928368179,,1.360808841770535
Dennd2c,1.1016771021174696,0.9706458890033726,1.334771313375501,1.3083571350000605
Dennd2d,1.1779001902140458,1.3590075955083623,,
Depdc1a,1.2404808573675508,1.3912712965707184,1.0677875005126598,1.3024053724707891
Depdc1b,1.1401613700372786,1.363925260015474,1.0778874522239925,1.3950935013338783
Depp1,,1.3604019283885076,,1.6589879424020229
Dgkb,,1.2289395010823838,,1.3012966997897275
Dgkg,1.3180842244437165,1.0266276432299983,,
Dgkk,1.4412838372184524,0.6504695371296202,1.0952227691446081,1.1679784802116533
Dglucy,1.1476401108801204,1.1385048681441754,1.0005795313900976,1.7407935877938083
Diaph3,0.9597189152407233,1.3331799693734643,1.0896101978024,1.1014377748925854
Dio3os,,1.3002426341162172,,1.4041148943707693
Diras1,,1.5574852340801866,,1.3325548212420684
Diras2,,0.7804588945105171,,1.6318422090540583
Disp2,,1.4073047037945916,,1.4128416547091398
Disp3,,1.3142317068048683,,1.0964272667627195
Dkk1,1.8409071123228378,1.598259552692186,1.5977848598995723,1.8785949896403515
Dkk3,1.126015323404226,1.0897703072623213,1.1226911851556534,1.336742907178199
Dkkl1,1.3579584100354998,1.2137405633854887,1.0477804515363294,1.2067319099006253
Dlg2,1.1070815006743222,1.4285360690318338,,1.2698415716506875
Dlgap1,1.1701949311607447,1.2398863907041764,,1.3579018797754168
Dlgap2,,1.192664786579445,,1.5005653093042555
Dlgap5,0.5326703023260222,1.4073265561037436,1.0307332876143998,1.3492420815598696
Dll4,,,,1.3928838061717628
Dlx3,1.3222119889829569,,,1.1972230127800703
Dmc1,0.0014500663952330647,,1.0635460895170723,1.3720522359184433
Dmkn,1.1378691540052328,1.3958188282869155,1.1951587345631995,
Dmrt1,0.8832264928822247,,1.5396364319278693,1.7562938598749693
Dmrt3,1.1360282143815545,,1.1331671054068049,1.4354567690244813
Dmrtb1,1.1358979572369066,1.4714369781096162,1.2344505933079235,
Dmtn,1.1526508208221884,1.3090453574605692,1.1151957265663608,1.3249755732788318
Dnaaf1,,1.276090500227527,1.2142979530745364,1.7741681221722572
Dnah1,1.1729886514996506,1.0754231535268781,1.1716435480449168,1.312096738541763
Dnah11,1.1319868285405112,1.1359451828988758,1.134307801507331,1.438998755155836
Dnah2os,,1.5219166423509265,,1.1191160237082267
Dnah7a,1.2441936107357,1.2533665801781813,1.5341155577879346,1.0772425124965956
Dnah8,1.1512719222131613,,1.324014818177993,
Dnaic2,1.2984598531200673,1.3845882311589104,,1.1757832251824192
Dnajc22,1.1346520099107953,1.613360459854163,1.2822297809073993,1.867390366274213
Dnajc6,1.3542116756413687,1.4189462410229432,,1.406093485387113
Dnase1l1,1.0601498692392426,1.4166814674861836,1.056256581265968,1.153028477723502
Dnase2a,0.35763614834285823,1.4227011507390293,1.1177957253495023,1.3759535269042271
Dnd1,0.935442751219534,0.7270779902529414,1.2037157151742353,1.4496424850410916
Dner,,1.1639640037836083,,1.3730332013449333
Dnm1,1.0078046538262622,1.2154527201237018,0.9605619191023369,1.3119854006887994
Dnm3,,1.2526749738010894,1.1323809613499893,1.4476519562296808
Doc2a,0.0014500663952330647,1.3107137771354511,0.0014500663952330647,1.0553313236186064
Doc2b,,,,1.4557596515482996
Dock10,,1.410142427394511,,
Dock8,,1.207379855159639,1.0844358545232085,1.7140348984992506
Dok2,1.1089869892902036,1.399356857184627,1.1264439517094726,1.1636781047647025
Dok5,1.6955374007561537,1.2042566069324538,1.109780635223247,1.4292444399752917
Dpf3,1.2089499666992753,1.325081848171024,1.1409843300771738,1.376579901565658
Dpp10,,1.303578575643835,,
Dpp4,1.1659846129452442,1.4639965940846076,1.272913273829837,1.8385424320710095
Dppa2,1.067649838282766,1.598290027144571,1.1511519990526962,1.4394797953164296
Dppa4,0.6321919407548879,1.232443787884995,1.1416445736206777,1.4637802226437289
Dppa5a,,0.28990209650651094,1.04065305857245,1.6010076799794264
Dram1,1.9148984722308047,1.265481602764283,1.3667827936270962,2.086366587501878
Dsc2,1.2967196506224186,1.3198329895693595,1.1874140811844782,1.3517670527198424
Dscam,1.6799224064812401,1.2548226931325648,,1.1919902937809141
Dscaml1,1.1899249053573235,1.2169005605528016,1.1066579000973122,1.4710866505342983
Dscc1,0.0014500663952330647,0.9416873545929496,1.0803588578479504,1.3402957527729706
Dsg2,1.177590905812152,1.3493874577056244,1.1296104679980739,1.4152879452752154
Dsp,1.0985151187994318,1.3360436093295283,1.1519612637857128,1.249142896356701
Dtx1,1.0489989133487743,1.3215576458444143,1.0872699617460737,1.446933336765752
Duoxa2,,1.0983128796561321,1.4071147780763225,1.4945743648686394
Dusp15,,1.315905574150198,1.1048965001615276,1.2279565367502385
Dusp2,1.2959129131893246,1.3050308807148134,0.9188859592333102,
Dusp26,1.270721619012469,1.3216140741109672,,1.4205389530642856
Dusp27,1.4822414916168059,,1.283493818916157,
Dusp8,1.1843081462359746,1.1231834457617462,1.1904832048441758,1.3132388025159383
Dusp9,0.4656218369624068,0.6834004262410294,1.1160885622724892,1.3573914393602748
Dydc2,,1.205141982935139,1.3814296345972634,1.3483975327144988
Dync1i1,,1.482141607199494,,1.1325279865904274
E2f8,0.0014500663952330647,1.2121956124027449,1.013508865859451,1.3865712430719421
Ebf2,,1.535284130779797,,1.330662588485323
Ecel1,1.0391670021076072,1.336716936666105,1.0106711282603638,1.5198751564847095
Eci3,,1.3457498010471598,1.332218427165819,1.5319701812037718
Ecm1,1.0182278964068712,1.193531049600539,1.301440402514054,1.0876799172559173
Ecrg4,1.1096235373270096,1.4325323557180847,1.0182202995218288,
Ecscr,1.1858413149603668,1.3719632884955917,1.1768931494406178,
Ect2,1.1593078416288074,1.273408601583732,1.1431139435938682,1.4257828564933994
Edil3,,1.3556180796668718,,1.2965426813085708
Edn3,,1.6845931291377283,1.3733810673348175,1.9695783999282537
Ednrb,,1.5375872582125099,1.0899828463302925,1.2400402025796393
Eef1a2,,1.3792592559272983,,1.6753318301744362
Efcab1,,1.3886553910669925,1.194814806855884,1.0431649478805531
Efcab10,1.211745502010754,,,1.3332448949148024
Efcab6,1.5187782492110837,,1.1932537362670983,
Efemp1,,1.562467372422481,1.1811612746562459,1.2605699184675014
Efhc2,1.0124873770407807,1.1963985549358105,1.1269478743983887,1.3395781189438292
Efna1,1.1785152847619966,1.3314828389455098,1.2581926579833884,1.3574536687240548
Efna3,1.1631397529266088,1.1344627041279975,1.2600474539275515,1.3522884469220244
Efs,1.0641848607693378,1.3440379114339924,0.8818109317108258,1.0616531714115214
Egfem1,,1.1573475039543881,,1.4040762131622004
Egflam,2.0974855627215314,1.4651633362541985,1.4296293837753933,1.333780397371008
Egr4,1.5634589297171266,1.2005706380807846,,
Ehf,,1.4644614315748152,,
Ehhadh,1.4126343025637949,1.266242297465225,1.256578253475089,1.33862067231746
Elavl2,0.5091570063519483,1.3075299453543339,1.027502828067178,1.0842672960236162
Elf3,1.2029937578178544,1.308057098615734,1.230959613944816,1.9945081984998243
Elf4,1.392825817699138,1.2540660396653542,1.174176679302419,1.2604442842729089
Elmo3,1.2455677906969527,1.3199941981980492,1.2899350666773368,1.5790885466032887
Elmod1,,1.3542911891096479,,1.4591639172313315
Eln,,1.3188644848849604,,1.407246082008469
Elovl7,1.0970146676296157,0.6614375690580307,1.0973078997525565,1.5896407115109399
Eme1,0.0014500663952330647,1.341954654495064,1.079599569199952,1.3525382987019574
Emp1,1.065792987218251,1.2812456596698358,,1.5984232563840186
Emp2,1.4693057840994501,0.28866245034271737,1.2208616050742418,1.6041497834603835
Emx2,,1.7270552704537312,0.9611648131514335,1.557469083362602
En1,1.2217992886251103,1.3628345591032012,1.421967397712557,1.445720055748826
Eng,1.1286213085102754,,1.0141708569692047,1.570668592430009
Enho,1.0575474888926304,1.3019453198278017,0.9798380611793425,1.0058454799633254
Eno4,1.3033446832751516,1.3602695634016,1.2183735185643858,1.4371036176459187
Enox1,1.3304252478814103,1.205757019991461,0.9666250323617154,1.3157035466083953
Enpep,1.6429608856708435,1.3002673259162094,1.777806116314074,1.9935355000853356
Enpp1,1.374057185294585,1.3473989805316389,1.6889254712945587,1.9882643007507659
Enpp2,1.1862049363166531,1.4731407007857498,,1.228625934183279
Enpp3,0.4651418330068333,1.5591417245237094,1.1144611180970405,1.0492162636091562
Enpp6,,1.3899345151337321,,
Entpd2,1.1895252864766295,1.1449039877978981,1.15444218055498,2.004299383083024
Entpd3,,1.322849377850795,,
Epas1,1.1962183922668355,0.6680779778202406,1.4120755645757737,1.94382201669776
Epcam,0.9947667922393221,0.9880528375611132,1.092436711684991,1.628183660005172
Epha1,1.2732677973314643,1.577376709883239,1.31132998314688,1.9837643844725572
Ephx2,1.1779752213945551,1.0614157990445685,1.3509464478713331,1.0506077917244032
Eppk1,1.1080166907189342,1.2362539013017937,1.3301836299723806,
Eprn,1.1902732787213908,1.423490394831872,1.2649493001366052,2.072990138066341
Eps8,1.1239800351838478,1.1227706349940048,1.2105898909383848,1.3360478376716431
Eps8l1,,1.3277592550941626,,0.9780196002015711
Eps8l2,1.2570188446071966,1.3539556304959321,1.2254266014370592,1.6772509160711917
Eps8l3,,1.317492761202472,,
Epsti1,,1.682004943342988,,
Eras,1.086188284355986,1.6224536314769074,1.1955517980521921,
Erbb3,1.129510628525114,1.2467778733673536,1.2359021511524884,1.4380264181535098
Ercc6l,0.027453230048508904,1.4140005469437962,1.041251851452986,1.359825340699335
Esam,1.6178840306106397,1.2313042605395748,1.4257536837120617,1.3995413956660343
Esco2,0.5802751067881012,1.3486207041821785,1.0285146475387978,1.2710996803897432
Esrp1,0.9751158274079273,1.302564538495294,1.246498642305398,1.5662236271123995
Esrp2,1.223085292961911,1.2650599334514145,1.0883891593062145,1.9691022468939368
Esrrb,1.1710350445038054,1.1417655669696392,1.4146627319575948,1.2710943717511323
Esrrg,,1.3172942587724379,,1.4602533406700673
Esx1,1.1514457410853007,1.3824669985577316,1.223816559299736,1.660197399275426
Esyt3,1.1246679977652825,1.1481930123076778,1.0497616823337088,1.9476958572467007
Ets1,1.1614963933407405,0.5373956512301504,1.2715055426948059,1.4465987111433558
Etv1,1.0735495599229359,1.549987690706898,1.1872842169303364,1.2187175711975344
Etv4,0.9762626037545372,1.3207465379576906,1.1551135985971985,
Eva1a,1.6766703391325435,0.7533031919731893,1.4797294342603857,1.2809952882277449
Eva1b,0.28372922128545325,1.3495112077847138,1.1064091423753377,1.3079424753803397
Evx1,,1.4341289458328788,,1.4836020982835834
Evx1os,,1.4987674652128231,,1.676838134993444
Evx2,,1.410114455151688,,1.8123167422918112
Exo1,0.0014500663952330647,1.000431271460193,0.9618231596428872,1.3577132053370182
Exph5,,1.3048758724259588,,
Eya2,,1.1723319197525222,0.9883904653250077,1.3202079677436893
F11r,0.8482421192470802,0.6288542389740874,1.148873664375206,1.33624441888195
F2,1.2273211323480842,0.29225167393799395,1.5486602537467746,1.9995592980144479
F2rl1,0.333723091359734,1.3846246973739684,1.2709991929593996,1.7697347651816633
F3,1.1562479852894885,0.28246219627679764,1.252112055129402,1.580761845151675
Fabp1,2.160673638573792,1.1163284641306588,1.9487846184669297,2.3269047278674657
Fabp2,,1.5239560691047644,,2.319333580770772
Fabp7,,1.1280921899419303,1.5124178622227706,1.1351534681719133
Faim2,,1.3965401876138437,,
Fam110c,,1.3256704037335096,,
Fam114a1,1.2191901090563173,0.2904481190889561,1.2053201169997905,1.4926538434791046
Fam129a,1.261686921428233,1.0264834958956994,1.1122059967611717,1.5059249137059596
Fam129b,1.1503042345823744,0.9916064440370048,1.2321477981676268,1.3448609393423028
Fam131b,,1.389650672786727,,1.3406571648559302
Fam131c,1.3536303226580753,1.3548319265318303,1.1336140390732534,1.2718325522146698
Fam135b,,1.47097092551025,,
Fam151a,1.900518773209746,1.2033846399717438,1.6522945050120772,1.76660549232185
Fam155a,,1.2572845099854724,,1.4157942574367415
Fam163a,,1.0243538773182197,,1.5860160051683854
Fam163b,1.3015452423289962,1.4284500789688317,,
Fam167a,,0.6629321738297671,0.0014500663952330647,1.3712343516972152
Fam178b,0.9102678148350769,1.6476623783463247,1.3564445459574652,1.5616713231997092
Fam181a,,1.3758943485499118,1.7013817117249483,1.5526855209234887
Fam181b,1.1719425390421558,1.362436725871556,1.4699871018675776,1.2404572579139166
Fam184b,1.0506721627902929,1.3676789162583014,0.8414149746109121,1.0908912619903393
Fam187b,1.0324863032642904,1.383943851288458,1.1559472020690715,1.4828104233045873
Fam189a2,1.4045158791378791,0.18990027821278452,1.2064236357030929,1.2492026080851306
Fam20a,,1.2778008198782058,1.7214271379280264,1.6302166915596341
Fam217b,1.1794159234378059,1.3026143110224768,0.9424557534229269,1.1270385793788322
Fam222a,1.1239792203498042,1.3048644314131688,0.9509676144670347,1.0475973283819426
Fam25c,1.2059965172939988,,1.5562738519617882,
Fam43b,1.5158702440572611,1.4548280226486454,,
Fam49a,0.47231004535532684,1.318038364852999,0.9676617185815047,1.0564156930758315
Fam50b,,1.333271997377793,,
Fam57b,0.9967831821794848,1.353248197737647,1.0326921965446487,1.3693910138813092
Fam81a,1.1245794674073342,1.2637303353529779,1.3070808929950446,1.08236836660608
Fam83b,,1.275456655974466,,1.9085984696178513
Fam90a1a,,1.5815758895134977,1.5147437043834302,1.7868426049501107
Fam92b,,,,1.567768035977121
Fancb,0.9389398660976929,0.9837571140353594,1.0817061982640892,1.351383967145826
Fanci,0.5534439772693491,1.3784765575329734,0.999871052586768,1.3613116768525302
Fank1,0.7603639671090344,0.6799478924246485,1.3681751959293196,1.0246268578568398
Fat3,,1.1708041334747543,1.4094084214098415,1.0326917400125075
Faxc,1.1026399501955428,1.3315506166726137,1.0966004534949427,1.0705105915497184
Fbll1,,1.4900837434203478,,1.3801369215955293
Fbp2,1.4851793278191094,1.4307699498281328,1.4042071762138675,1.7938560316313683
Fbxl21,,1.3463003546885215,,1.0428696777445448
Fbxl7,1.4012822838146441,1.1836303879781107,1.126116439214513,1.0987072108912792
Fbxo15,1.220361650149978,0.7980946095535179,1.231307258005741,1.6100209732928104
Fbxo16,1.4086823341666432,1.2694350815642355,1.0713713613147304,1.121894084484758
Fbxo2,1.2301482542920827,1.107364852291828,1.4325460129153347,1.1158952992671762
Fbxo32,0.850178286576107,1.175710294577089,1.3113854568057806,1.0356287052433557
Fbxo41,1.1550115469325766,1.2411664648762093,,1.3303087546256886
Fcer1g,1.1777877844210471,1.2659259130577707,1.1687083974443893,1.728939469391909
Fcgbp,,1.2432315608874072,1.3920908997570103,1.9495282217391199
Fcgr3,1.8670431922552153,1.4218287385612633,,
Fermt1,1.0735763171108497,1.3424706238624666,1.0941383832797134,1.404156066168548
Ffar4,1.1517142795295447,1.24812273023939,,1.6205332448751806
Fgb,,1.6342740163481535,1.9205989189776247,1.8852541260367612
Fgd5,1.1541865772158344,1.2295887385340787,1.0469677283642722,1.3134821579871532
Fgf1,1.3193231360594386,1.0495514724412836,1.4191298497473694,
Fgf10,1.7343919108139092,1.2359402547920237,1.5507790510629884,1.297076959988259
Fgf12,,1.4744734364072105,1.0295547275315438,1.206134253320917
Fgf13,1.1784973509883958,1.3760307116584836,0.9320054744039232,1.1639248786715164
Fgf15,0.5580966404119369,,1.4521058683268835,1.3010708751885094
Fgf18,0.899743642287461,1.2678580329511187,1.1264384452168172,1.3204344308493006
Fgf9,,1.43228583134376,1.2647713689952207,1.3203134708167752
Fgfbp1,1.1759178101742747,,1.3988053679939378,
Fgfr3,1.5360527479747097,1.2755071033852525,0.0014500663952330647,1.3171012560663793
Fgfr4,1.2368712897086676,1.1680029058270565,1.367128331069149,1.3942689495478504
Fgl2,,1.4697369788631944,,
Fgr,1.3015369654218225,,,
Fhdc1,1.2811487764177931,0.2859428984986207,1.2584129228258565,1.3947209509929352
Fhl2,1.229952126078482,0.6300591473674378,1.2517211436812299,1.318641337986834
Fhl4,1.0281111514020722,1.1222036566777565,1.371407380215048,1.014194919715633
Fibcd1,,1.466496125578814,,
Filip1l,1.1697134803515348,1.4552982201155413,1.2600092429053147,1.2720539057473779
Fitm1,0.8210995367031471,,1.4587828984003328,
Fkbp10,1.0763256540375692,0.29057130980337426,1.1200315830356677,1.3444055081300612
Fkbp6,0.3716288398569604,1.17863596006265,1.1019168014470717,1.3947175448549256
Flnc,0.9658753280329669,1.5697662231401028,1.323837230781497,1.2364587791609998
Flrt3,1.4009059881855777,0.5965318599725538,1.1781909114845028,1.1237377980555356
Flt1,1.106648499072332,0.28990361255602537,1.2638814359795802,1.6601632892709453
Flvcr2,1.2293395599358719,1.6206449518277797,1.2954470668143112,1.4358061643891062
Fmn1,1.091491974438205,1.3419665378539365,1.1225855294604186,1.7600874123783399
Fmo1,1.6282278013182698,0.2919293665477299,1.8295014068891522,1.8224064380698113
Fmo5,,1.373243014535823,1.4099258840361313,1.3569437352088025
Fmr1nb,0.4007230984612803,0.2853337919747876,1.0956326462870325,1.3715532293456034
Fndc1,1.1189328536184717,1.0365313625863493,1.1801841391493715,1.4434677667504565
Fndc3c1,1.2203848555467813,,1.613540564902884,1.2885756406026825
Folr1,1.0321493243976998,0.28922819821684187,1.1257620212717312,1.7406567363665324
Fosl2,1.137069448294543,1.0923188204319605,1.1054647209394906,1.4292732911313737
Foxa1,1.2085201630652396,1.4674961568447846,1.1639900155428888,1.471330821886745
Foxa2,1.7227776265469525,1.5001703954315997,1.4812077574970197,1.8829315218492992
Foxa3,,1.5663135042320149,1.4564158085772143,1.9062091511046502
