gene,Day0,Day10,Day2,Day4
Ang,1.5992539624605189,0.7162893512320258,1.566914484301471,1.9288311324617025
Angpt1,,1.4971452601350161,,1.111739499819613
Angptl2,1.5212995956286004,1.2115249567389994,1.0081614077893326,1.0333974046004666
Angptl4,0.4217289750022011,1.4061201150456466,0.9830993520397767,1.23419665472805
Ank1,,1.366381289269233,,1.2576762893550657
Ankdd1b,,1.5162677149181332,,
Ankle1,1.3567077227141884,1.2294117574785624,1.038342218780706,1.3369368144299354
Ankrd1,1.647261045770321,1.4206403869661186,,1.8590618723254781
Ankrd29,,1.4443289433722868,1.182761637521275,1.383347958180119
Ankrd33b,1.3981756290395948,1.0963929972734912,1.371816041849384,1.6963298116552132
Ankrd34a,,1.4965561040462398,,
Ankrd34b,1.1371516758024345,1.6335312932672637,,
Ankrd45,0.5418505461767984,1.5253263282752336,1.0358172147638927,1.0481225923567052
Ankrd55,,1.4042756033196244,,
Ankrd6,0.5394398255960989,1.3345498619440799,0.9828412132036386,1.0752856849172554
Anks1b,1.2207288796139886,1.3107483799586894,0.977007395265458,1.3881348198145753
Anks4b,,1.2989731922984906,,1.4438957251269022
Anln,1.1053890697069348,1.4147233504712675,1.0558063845025525,1.1267875360133994
Ano1,,1.3197907990586117,0.9699797523809004,1.0698828957711142
Ano2,,1.3481303422062054,1.269177420392056,
Ano4,1.1742624603859004,1.307959942082471,1.1529691905957968,0.9939498599931218
Ano9,0.8708480296980392,1.1714667665086127,1.1094561037748374,2.3938699696659205
Anxa1,1.0981222843506688,1.4378650765061087,1.4553243731496892,1.8575684623399091
Anxa11,0.6524127928423581,1.378905408714438,1.2580909426461089,1.4150539883988547
Anxa13,,1.4448877287732,,
Anxa2,1.0979068898137814,0.5948730624417523,1.2679755243445023,1.4971582720045826
Anxa3,1.1917272418745988,1.2811529502625554,1.2057272255398634,1.6362736351639047
Anxa4,1.0855185984457776,0.9967829452532129,1.054665644257969,1.3536294784967835
Anxa7,0.35301718570540613,0.9192255717648505,1.0529763601079734,1.3153598767075483
Anxa8,1.5074923285244708,,,
Ap1m2,1.3076436617314837,1.4874240148861029,1.464019337504089,1.9232815705442816
Ap1s3,0.5055561627419886,1.2170314822211337,1.1994881093498353,1.5403262446056054
Apcdd1,1.0568747306557562,1.3784841921834676,1.0453251184798897,1.071152040089532
Apcs,,1.619402993725783,,1.5010778423741167
Apela,1.2445116220967947,1.4443481281997972,1.0851264214955703,1.186653829480115
Apln,1.1816259157346263,1.3201358827541259,0.830616487712982,1.3295849117807228
Apoa1,,1.2528970794645717,1.3906100939905568,1.383587210389661
Apoa2,,1.5026872989340978,1.3650594156747158,2.0775665903385248
Apoa4,,1.4051602285316402,1.9205771859137442,1.838961872058489
Apob,1.6199885799130125,1.494226920801381,1.2688091935488526,1.8341976603570547
Apobec1,1.1233318108075772,1.3632161190784624,,
Apobec2,1.2411581280832198,1.4728135063251016,1.3442698127525348,1.0947330590245161
Apobec3,1.2697024320529589,1.3016701446630665,1.1635815499431397,1.278619408538976
Apoc1,0.4875324276874824,0.9213807978835404,1.0856600549399562,1.4922403819513372
Apoc2,1.320948282974926,1.4101062723267397,,
Apoc3,,1.6125730962401978,,1.9856661861445046
Apod,1.1926622827149367,,,1.4669440051119051
Apol7a,,1.3383310299681668,1.935796138303346,1.486095677459001
Apom,1.2012637068608287,1.4179582724953013,1.6682358716016303,1.6387776697690846
Aqp3,1.164906921151034,,1.4318285870422431,
Aqp4,,1.4106499718271708,,
Aqp5,,1.4396154931330725,,1.4682738004217066
Aqp6,,,,1.8606345658439245
Aqp8,1.5256540170276347,0.28605224380045513,1.6811140112075083,1.8580017907353668
