gene,delta,Day0,Day2,Day4,Day10,max,labels
Zbp1,0.08963367017234994,0.9904367460335438,,1.2463417707418747,1.5108117275901252,1.5108117275901252,0001
Siglecf,0.08963367017234994,,,,1.5103841213449005,1.5103841213449005,0001
AW047730,0.08963367017234994,,,1.2862479923239498,1.5102168949464285,1.5102168949464285,0001
Tm4sf4,0.08963367017234994,,,,1.509868054126945,1.509868054126945,0001
Garem2,0.08963367017234994,1.1168814343940494,,1.221517709085694,1.5097998804586574,1.5097998804586574,0001
Axl,0.08963367017234994,,1.140104244116919,1.2224119752795646,1.509782490500932,1.509782490500932,0001
Ripply2,0.08963367017234994,,,1.1749776515255483,1.5087795288466455,1.5087795288466455,0001
B3gnt8,0.08963367017234994,,,,1.5084780964008109,1.5084780964008109,0001
Gprin1,0.08963367017234994,,1.155339236234179,1.1348503747475145,1.5082711372128146,1.5082711372128146,0001
Plppr4,0.08963367017234994,,,,1.508127244413923,1.508127244413923,0001
Boc,0.08963367017234994,1.0233856900756946,0.9017814662389319,1.1656652979767783,1.507305568228346,1.507305568228346,0001
Hes5,0.08963367017234994,,1.1821296661351088,1.105081499495159,1.5049031913027582,1.5049031913027582,0001
Sox10,0.08963367017234994,,,,1.5037383240503253,1.5037383240503253,0001
Lypd8,0.08963367017234994,,,,1.5032465510567727,1.5032465510567727,0001
Gstm3,0.08963367017234994,0.940214431885535,,,1.5029477717978497,1.5029477717978497,0001
Gpr37l1,0.08963367017234994,,,,1.5015833037899378,1.5015833037899378,0001
Hpca,0.08963367017234994,1.0804860945886283,1.0935256781351637,1.1860531368115617,1.501196604014376,1.501196604014376,0001
Jakmip1,0.08963367017234994,1.1485556093141813,,,1.4996365896932178,1.4996365896932178,0001
Cxcr4,0.08963367017234994,,1.0490288708943682,1.0878147257248743,1.4993163823163478,1.4993163823163478,0001
Agt,0.08963367017234994,,,,1.498682776467165,1.498682776467165,0001
Lyve1,0.08963367017234994,,,,1.49717457478416,1.49717457478416,0001
Angpt1,0.08963367017234994,,,1.111739499819613,1.4971452601350161,1.4971452601350161,0001
Ankrd34a,0.08963367017234994,,,,1.4965561040462398,1.4965561040462398,0001
Cspg4,0.08963367017234994,,,,1.4957570162722857,1.4957570162722857,0001
Zmat4,0.08963367017234994,0.585875800455212,,1.0644205401274056,1.495271774344252,1.495271774344252,0001
Halr1,0.08963367017234994,1.0325134044024398,1.2303443661721842,1.1720179720268828,1.4942861180179459,1.4942861180179459,0001
Rbm11,0.08963367017234994,,,1.1963494926078506,1.4936433901925585,1.4936433901925585,0001
Mfap4,0.08963367017234994,1.261780977846961,1.244079647042042,1.1781312051879502,1.4932173953692276,1.4932173953692276,0001
Gfra4,0.08963367017234994,1.2576594523779836,1.021609033569473,1.0190851680666768,1.4924002735748032,1.4924002735748032,0001
Prkcq,0.08963367017234994,,,,1.4907113775551795,1.4907113775551795,0001
Oas1a,0.08963367017234994,,,,1.4906980461156683,1.4906980461156683,0001
Lgi4,0.08963367017234994,,,1.0755106693742449,1.4906947196772131,1.4906947196772131,0001
Oit1,0.08963367017234994,,,,1.4900418926361474,1.4900418926361474,0001
Cdk5r2,0.08963367017234994,0.5962457463976283,1.0822831803536337,1.0399369572935089,1.4898976487471538,1.4898976487471538,0001
Tcerg1l,0.08963367017234994,,1.0137186660968682,1.2041790500232716,1.4880261939693806,1.4880261939693806,0001
Pip5kl1,0.08963367017234994,,,1.274869570719472,1.4869171168469841,1.4869171168469841,0001
Rhov,0.08963367017234994,1.24425809854514,,1.17694190678352,1.4861123182435476,1.4861123182435476,0001
Syndig1l,0.08963367017234994,,,1.1956547795720354,1.48588590325866,1.48588590325866,0001
Thrsp,0.08963367017234994,1.295302560505773,,,1.4831488546679128,1.4831488546679128,0001
Dync1i1,0.08963367017234994,,,1.1325279865904274,1.482141607199494,1.482141607199494,0001
Cav1,0.08963367017234994,,,,1.481434127696307,1.481434127696307,0001
Htr2a,0.08963367017234994,,,,1.4799655779475918,1.4799655779475918,0001
